config_id,proposal_id,seed,n_nodes,n_edges,mean_degree,max_degree,min_degree,degree_gini,global_clustering,mean_path_length,modularity,n_components,largest_component_size,is_connected,attempts
10,aesthetic_objectivity,10003,100,294,5.88,31,3,0.34078231292517014,0.5347720434672625,2.7682828282828282,0.4898017029941228,1,100,True,1
10,meaning_of_life,10004,100,294,5.88,30,3,0.35071428571428576,0.4970374422248044,2.7,0.47693090841778885,1,100,True,1
10,regifting,10005,100,294,5.88,22,3,0.34010204081632645,0.49500859434682964,2.8385858585858585,0.49059998148919437,1,100,True,1
10,shared_workplace,10006,100,294,5.88,27,3,0.33231292517006805,0.48870047154701884,2.778787878787879,0.4856772641029201,1,100,True,1
11,srma,11000,100,390,7.8,31,4,0.32374358974358963,0.4083269904344278,2.46989898989899,0.35547337278106506,1,100,True,1
11,wealth_tax,11001,100,390,7.8,29,4,0.3428461538461538,0.44065694574455117,2.437979797979798,0.3637541091387245,1,100,True,1
11,un_veto,11002,100,390,7.8,39,4,0.3250256410256409,0.4037275399665021,2.446868686868687,0.3658645627876397,1,100,True,1
11,aesthetic_objectivity,11003,100,390,7.8,29,4,0.32028205128205123,0.4169584006805631,2.502020202020202,0.3813412228796844,1,100,True,1
11,meaning_of_life,11004,100,390,7.8,37,4,0.33128205128205135,0.42605410029661217,2.434747474747475,0.37081525312294544,1,100,True,1
11,regifting,11005,100,390,7.8,36,4,0.33166666666666655,0.4507577438202094,2.439191919191919,0.406439842209073,1,100,True,1
11,shared_workplace,11006,100,390,7.8,37,4,0.34369230769230774,0.4324819507029509,2.417777777777778,0.36840565417488497,1,100,True,1
12,srma,12000,100,299,5.98,12,1,0.21053511705685612,0.075498556998557,2.7777777777777777,0.3734745696356864,1,100,True,1
12,wealth_tax,12001,100,307,6.14,11,1,0.2285016286644952,0.049761183261183256,2.707070707070707,0.3483219981113858,1,100,True,1
12,un_veto,12002,100,319,6.38,14,1,0.2318181818181817,0.07082461982461982,2.681212121212121,0.34487180747044544,1,100,True,1
